"",11676,98391
0399142584,7,8
0399142606,7,8
0399142614,7,8
0399142622,7,8
0399142649,7,8
0399142657,7,8
0399142673,7,8
0399142703,7,8
039914272X,7,8
0399142789,7,8
0399142800,7,8
0399142819,7,8
0399142851,7,8
039914286X,7,8
0399142878,7,8
0399142886,7,8
0399142894,7,8
0399142983,7,8
0399142991,7,8
0399143009,7,8
0399143025,7,8
0399143041,8,8
0399143068,7,8
0399143084,7,8
0399143106,7,8
0399143114,7,8
0399143122,7,8
0399143130,7,8
0399143157,7,8
0399143165,7,8
0399143173,7,8
0399143181,7,8
039914319X,7,8
0399143238,7,8
0399143300,7,8
0399143335,7,8
0399143343,7,8
0399143394,7,8
0399143416,7,8
0399143424,8,8
0399143491,7,8
0399143564,7,8
0399143599,7,8
0399143629,8,8
0399143645,7,8
0399143653,7,8
0399143661,7,8
039914367X,7,8
0399143688,7,8
0399143696,10,8
039914370X,7,8
0399143718,7,8
0399143742,7,8
0399143769,7,8
0399143793,7,8
0399143807,7,8
0399143815,7,8
0399143823,7,8
0399143866,7,8
0399143874,7,8
0399143882,7,8
0399143890,7,8
0399143904,7,8
0399143912,7,8
0399143920,7,8
0399143939,7,8
0399143947,7,8
0399143955,7,8
0399143971,7,8
0399143998,7,8
0399144005,7,8
0399144021,7,8
0399144048,7,8
0399144056,7,8
0399144110,7,8
0399144137,9,8
0399144145,7,8
039914417X,7,8
0399144188,7,8
039914420X,7,8
0399144218,7,8
0399144226,7,8
0399144307,7,8
0399144315,7,8
0399144331,7,8
039914434X,10,8
0399144358,7,8
0399144366,7,8
0399144382,7,8
0399144404,7,8
0399144412,7,8
0399144420,7,8
0399144439,7,8
0399144463,5,8
0399144471,7,8
0399144498,7,8
0399144501,7,8
0399144528,7,8
0399144552,7,8
0399144560,7,8
0399144587,7,8
0399144595,7,8
0399144617,7,8
0399144625,7,8
039914465X,7,8
0399144668,7,8
0399144676,7,8
0399144684,7,8
0399144706,7,8
0399144714,9,8
0399144722,7,8
0399144730,7,8
0399144765,7,8
0399144781,7,8
0399144803,7,8
0399144897,7,8
0399144900,7,8
0399144919,7,8
0399144927,7,8
0399144935,7,8
0399144943,7,8
0399144951,7,8
039914496X,7,8
039914496x,7,8
0399144986,7,8
0399144994,7,8
039914501X,7,8
0399145052,7,8
0399145060,7,8
0399145079,7,8
0399145087,6,8
0399145095,7,8
0399145133,7,8
039914515X,7,8
0399145168,7,8
0399145192,7,8
0399145206,7,8
0399145222,7,8
0399145303,7,8
0399145311,7,8
0399145362,7,8
0399145389,7,8
0399145419,7,8
0399145427,7,8
0399145435,7,8
0399145621,8,8
039914563X,7,8
0399145664,7,8
0399145672,7,8
0399145680,7,8
0399145702,7,8
0399145753,7,8
0399145761,7,8
039914577X,7,8
0399145788,7,8
0399145796,7,8
0399145826,7,8
0399145842,7,8
0399145850,7,8
0399145869,7,8
0399145877,7,8
0399145885,7,8
0399145893,7,8
0399145915,7,8
0399145923,10,8
039914594X,7,8
039914594x,7,8
0399145974,7,8
0399145982,7,8
0399145990,7,8
0399146008,5,9
0399146016,7,8
0399146032,7,8
0399146040,7,8
0399146075,7,8
0399146091,7,8
0399146113,7,8
0399146121,7,8
039914613X,8,8
0399146148,7,8
0399146164,6,8
0399146180,7,8
0399146229,7,8
0399146237,7,8
0399146245,8,8
0399146253,7,8
0399146261,7,8
039914627X,7,8
0399146296,7,8
039914630X,7,8
0399146318,7,9
0399146334,7,8
0399146377,7,8
0399146385,7,8
0399146407,7,8
0399146415,7,8
0399146423,7,8
0399146431,9,8
039914644X,7,8
0399146466,7,8
0399146474,7,8
0399146504,8,8
0399146512,7,8
0399146539,7,8
0399146601,7,8
0399146636,7,10
0399146644,7,8
0399146652,7,8
0399146660,7,8
0399146679,7,8
0399146687,3,8
0399146695,7,8
0399146709,7,8
0399146725,7,10
0399146733,7,8
0399146741,7,8
039914675X,10,8
0399146830,7,8
0399146857,7,8
0399146865,7,8
0399146911,7,8
039914692X,7,8
0399147012,7,8
0399147020,6,8
0399147039,7,8
0399147047,7,8
0399147055,7,8
0399147071,7,8
0399147101,7,8
039914711X,7,8
0399147128,7,8
0399147136,7,8
0399147144,7,9
0399147152,7,8
0399147179,7,8
0399147195,7,9
0399147241,7,8
039914725X,7,8
0399147268,7,8
0399147284,7,10
0399147292,7,9
0399147314,7,8
0399147322,7,9
0399147330,7,9
0399147349,7,9
0399147357,7,9
0399147365,7,8
0399147373,7,8
0399147381,7,9
039914739X,7,9
0399147403,7,8
0399147411,7,8
0399147438,7,8
0399147454,7,8
0399147462,7,8
0399147489,7,9
0399147500,7,9
0399147519,7,8
0399147527,7,8
0399147535,7,9
0399147543,7,8
0399147551,7,8
0399147586,7,8
0399147608,7,8
0399147624,7,9
0399147632,7,8
0399147659,7,8
0399147748,7,8
0399147764,7,8
0399147772,7,8
0399147799,7,9
0399147837,8,8
0399147845,7,8
0399147853,7,9
039914787X,7,8
0399147888,7,9
0399147896,7,9
039914790X,7,8
0399147918,7,8
0399147926,7,9
0399147934,7,8
0399147950,7,8
0399147969,7,9
0399147985,7,8
0399147993,7,9
0399148019,7,9
0399148027,8,9
0399148043,7,8
0399148051,7,8
0399148086,7,8
0399148094,7,8
0399148108,7,9
0399148124,7,9
0399148132,7,8
0399148159,7,8
0399148175,7,8
039914823X,7,8
0399148248,9,9
0399148256,7,8
0399148329,7,9
0399148337,7,9
0399148353,7,8
0399148361,7,8
039914837X,7,9
0399148388,7,9
039914840X,8,9
0399148418,7,9
0399148426,7,8
0399148442,7,8
0399148450,10,9
0399148469,7,9
0399148477,7,9
0399148493,7,7
0399148507,7,9
0399148515,8,8
0399148523,7,8
039914854X,7,9
0399148566,7,8
0399148574,7,9
0399148582,7,8
0399148590,7,8
0399148604,8,9
0399148612,9,9
0399148620,7,8
0399148639,8,9
0399148655,7,5
0399148663,7,8
039914868X,8,8
0399148701,7,8
039914871X,7,8
0399148728,7,9
0399148736,7,9
0399148744,7,9
0399148752,7,8
0399148760,7,10
0399148779,7,9
0399148787,7,9
0399148795,7,8
0399148817,7,9
0399148825,7,9
0399148833,7,8
0399148841,7,9
039914885X,7,9
0399148868,7,8
0399148876,7,9
0399148892,7,9
0399148906,7,8
0399148914,7,9
0399148922,7,8
0399148949,7,8
0399148981,7,8
039914899X,5,8
0399149007,7,8
0399149104,7,8
0399149139,7,8
0399149147,7,8
0399149155,7,9
0399149171,7,8
0399149201,7,8
0399149228,7,8
0399149236,7,9
0399149244,7,8
0399149252,7,8
0399149260,8,9
0399149279,7,8
0399149287,7,8
0399149295,6,9
0399149309,7,9
0399149317,7,9
0399149325,7,9
0399149333,7,8
0399149341,7,9
0399149368,8,8
0399149384,7,9
0399149392,7,9
0399149422,9,9
0399149457,7,8
0399149465,7,8
0399149481,7,8
039914949X,7,8
0399149562,7,8
0399149619,7,8
0399149635,7,8
0399149678,7,8
0399149686,7,9
0399149708,7,9
0399149716,6,8
0399149724,7,9
0399149759,9,9
0399149767,7,9
0399149775,5,8
0399149783,10,10
0399149791,7,9
0399149805,7,9
0399149821,10,10
039914983X,7,8
0399149848,7,10
0399149864,7,9
0399149880,7,9
0399149988,7,8
0399150072,7,8
0399150129,7,8
0399150153,7,8
0399150218,7,8
039915034X,7,10
0399150382,7,8
0399150390,7,10
0399150404,7,10
0399150412,7,10
0399150420,7,5
0399150439,7,10
0399150455,7,9
0399150463,7,5
039915048X,7,8
0399150498,7,8
0399150528,7,10
0399150536,7,9
0399150544,7,9
0399150552,9,8
0399150560,8,9
0399150579,7,9
0399150587,7,10
0399150595,7,9
0399150609,7,8
0399150617,7,8
0399150676,7,8
0399150684,7,8
0399150692,7,8
0399150706,7,8
0399150714,7,8
0399150730,7,10
0399150749,8,8
0399150773,7,10
0399150781,7,9
039915079X,7,9
039915079x,7,9
0399150803,7,10
0399150811,7,5
0399150838,7,8
0399150846,7,9
0399150854,7,10
0399150862,7,10
0399150870,7,10
0399150889,7,9
0399150897,8,10
0399150900,7,8
0399150935,7,8
0399150943,7,9
0399150978,7,8
0399150986,7,9
0399150994,7,9
039915101X,7,8
0399151036,7,9
0399151052,7,10
0399151060,8,10
0399151079,6,10
0399151087,7,10
0399151095,7,9
0399151125,7,8
0399151176,7,8
0399151273,7,9
0399151311,7,8
039915132X,7,10
0399151346,7,8
0399151362,7,8
0399151397,7,10
0399151435,7,9
0399151443,7,10
0399151451,7,10
039915146X,7,10
0399151478,7,10
0399151486,7,8
0399151494,7,10
0399151516,7,8
0399151540,7,10
0399151567,7,10
0399151575,7,8
0399151605,7,8
0399151613,7,8
039915163X,7,8
0399151648,8,8
0399151699,7,9
0399151702,7,9
0399151710,7,9
0399151729,7,8
0399151737,7,10
0399151745,7,10
0399151753,7,8
0399151761,7,8
039915177X,7,8
0399151788,7,10
0399151796,7,8
039915180X,7,10
0399151818,7,10
0399151842,7,10
0399151850,7,8
0399151869,7,9
0399151877,7,10
0399151885,7,10
0399151907,7,10
0399151923,7,10
0399151931,7,8
0399151974,7,9
0399151982,7,8
0399152008,7,10
0399152024,7,8
0399152059,7,10
0399152113,7,10
0399152121,7,10
0399152172,7,10
0399152180,7,9
0399152199,7,9
0399152202,7,10
0399152237,7,10
0399152288,7,9
0399200525,7,8
0399201440,7,8
0399202714,7,8
0399204660,7,8
0399205268,7,8
0399205926,7,8
0399206337,7,8
0399206868,7,8
0399207031,7,8
0399207279,7,8
039920735X,7,8
0399207392,7,8
0399207589,7,8
0399207627,7,8
0399207686,7,8
0399207872,7,8
0399207880,7,8
0399208356,7,8
0399208461,7,8
0399208526,7,8
0399208534,7,8
0399208615,7,8
0399208704,7,8
0399208739,7,8
0399208771,7,8
0399208879,7,8
039920900X,7,8
0399209034,7,8
0399209387,7,8
0399209646,7,8
0399209743,7,8
0399210059,7,8
0399210687,7,8
0399210733,7,8
0399210806,7,8
0399211500,7,8
0399211667,7,8
0399211780,7,8
0399211837,7,8
0399211853,7,8
0399212124,7,8
0399212175,7,8
0399212302,7,8
039921268X,7,8
0399212701,7,8
0399212930,7,8
0399213015,7,8
0399213163,7,8
0399213317,7,8
0399213341,7,8
0399213481,7,8
039921349X,7,8
0399213503,7,8
0399213988,7,8
0399214003,7,8
0399214011,7,8
0399214070,7,8
0399214240,7,8
0399214305,7,8
0399214321,7,8
0399214348,7,8
0399214704,7,8
0399214801,7,8
0399214828,7,8
0399214887,7,8
0399214933,7,8
0399215026,7,8
0399215093,7,8
0399215166,7,8
0399215301,7,8
0399215360,7,8
0399215409,7,8
0399215492,7,8
0399215565,7,8
039921559X,7,8
0399215611,7,8
0399215697,7,8
0399215859,7,8
0399215913,7,8
0399215921,7,8
0399215964,7,8
0399216146,7,8
0399216405,7,8
0399216618,7,8
0399216723,7,8
0399216812,7,8
039921688X,7,8
0399216901,7,8
0399216928,7,8
0399217258,7,8
039921741X,7,8
0399217444,7,8
0399217657,7,8
0399217746,7,8
0399217797,7,8
0399217800,7,8
0399217851,7,8
0399218025,7,8
0399218106,7,8
039921819X,7,8
0399218599,7,8
0399218742,7,8
0399218777,7,8
0399218831,7,8
0399218858,7,8
0399218955,7,8
0399218998,7,8
0399219145,7,8
0399219463,7,8
0399219692,7,8
0399219897,7,8
0399219919,7,8
0399219927,7,8
0399220038,7,8
0399220070,7,8
0399220119,7,8
0399220216,7,8
0399221131,7,8
0399221182,7,8
0399221271,7,8
0399221301,7,8
0399221441,7,8
0399221921,7,8
0399222316,7,8
0399222413,7,8
0399223290,7,8
0399223312,7,8
0399223363,7,8
039922405X,7,8
0399224114,7,8
0399224149,7,8
0399224173,7,8
0399224432,7,8
0399224459,7,8
0399225064,7,8
0399225072,7,8
0399225080,7,8
0399225323,7,8
0399225358,7,8
0399225382,7,8
0399226117,7,8
0399226125,7,8
0399226168,7,8
0399226222,7,8
0399226567,7,8
0399226664,7,8
0399226702,7,8
0399226834,7,8
0399226842,7,8
0399226893,7,8
0399226907,10,8
0399227024,7,8
0399227075,7,8
0399227679,7,8
0399227741,7,8
0399228055,7,8
0399228179,7,8
0399228276,7,8
0399229051,7,8
0399229140,7,8
0399229167,7,8
0399229272,7,8
0399229299,7,8
0399229469,7,8
0399230033,10,8
0399230076,7,8
0399230130,7,8
039923019X,7,8
039923036X,7,8
0399230416,7,8
0399231099,7,8
0399231110,7,8
0399231129,7,8
0399231137,7,8
0399231145,7,8
0399231277,9,8
0399231404,7,8
0399231420,7,8
0399231501,7,8
0399231587,7,8
0399231609,7,8
039923165X,7,8
0399231668,7,8
039923179X,7,8
0399231943,7,8
0399232079,7,8
039923215X,7,8
039923246X,7,8
0399232478,7,8
0399232486,7,8
0399233075,7,8
0399233091,7,8
0399233121,7,8
0399233385,7,8
0399233679,7,8
0399233806,7,8
0399233881,7,8
039923389X,7,8
0399233911,7,8
039923392X,7,8
0399233938,7,8
0399233997,7,8
0399234020,7,8
0399234039,7,8
0399234071,7,8
0399234098,7,8
0399234276,7,8
0399234446,7,8
0399234519,7,8
0399234551,7,8
0399234578,7,8
0399234586,7,8
0399234616,7,8
0399234667,7,8
0399234772,7,8
039923490X,7,8
0399234969,7,8
039923568X,7,8
0399235841,7,8
0399235892,7,8
0399235906,7,8
0399235914,7,8
0399236015,7,8
039923618X,7,8
0399236201,7,8
039923621X,7,8
0399236260,7,8
0399236295,7,8
0399237194,7,8
0399237208,7,8
0399237232,7,8
0399237240,7,8
0399237550,7,8
0399237704,7,8
0399237771,7,8
0399237968,7,8
0399238506,7,8
0399238611,7,8
0399238786,7,8
0399238794,7,8
0399239545,7,8
0399239790,7,8
0399239847,7,8
0399239901,7,8
0399239995,7,8
0399240071,7,8
0399240284,7,8
0399241663,7,8
0399241876,7,8
0399242562,7,9
0399242570,7,8
0399310193,7,8
0399500251,7,8
0399500359,7,8
0399501487,7,8
0399501517,7,8
0399502580,7,8
0399503455,7,8
0399503609,7,8
039950379X,7,8
0399503854,7,8
039950415X,7,8
0399504206,7,8
0399504338,7,8
0399504427,7,8
0399504532,7,8
0399504583,7,8
0399504605,7,8
039950463X,7,8
0399504737,7,8
0399504826,7,8
0399504834,7,8
0399504850,7,8
0399504869,7,8
0399504877,7,8
0399504885,7,8
0399505032,7,8
0399505202,7,8
0399505210,7,8
0399505253,7,8
0399505261,7,8
039950527X,7,8
0399505288,7,8
0399505318,7,8
0399505962,7,8
0399505989,7,8
0399506004,7,8
0399506071,6,8
0399506136,7,8
0399506438,7,8
0399506470,7,8
039950656X,7,8
0399506713,7,8
0399507175,7,8
0399507256,7,8
0399507329,7,8
0399507566,7,8
0399507760,7,8
0399507779,7,8
0399507906,7,8
0399507914,7,8
0399507930,7,8
0399508023,7,8
0399508031,7,8
0399508058,7,8
0399508430,7,8
0399508627,7,8
0399509305,7,8
0399509429,7,8
0399509445,7,8
0399509488,7,8
0399509593,7,8
0399509984,7,8
0399510028,7,8
0399510338,7,8
0399510672,7,8
0399510737,7,8
0399510753,7,8
0399511156,7,8
0399511210,7,8
0399511490,7,8
0399511776,7,8
0399511814,7,8
0399511938,7,8
0399511970,7,8
0399512330,7,8
0399512438,7,8
0399512462,7,8
0399512519,7,8
0399512578,7,8
0399512683,7,8
0399512721,7,8
0399512748,7,8
0399512829,7,8
0399512888,7,8
0399512934,7,8
0399512985,7,8
0399513000,7,8
0399513191,7,8
0399513221,7,8
039951323X,7,8
0399513442,7,8
0399513450,7,8
0399513728,7,8
0399513884,7,8
0399513930,7,8
0399513949,7,8
0399513957,7,8
0399514031,7,8
0399514066,7,8
0399514074,7,8
0399514104,7,8
0399514139,7,8
0399514414,7,8
0399514473,7,8
0399514511,7,8
0399514902,7,8
0399514961,7,8
039951497X,7,8
0399515100,7,8
0399515151,7,8
039951516X,7,8
0399515356,7,8
0399515623,7,8
039951564X,7,8
0399515755,7,8
0399515941,7,8
0399516212,7,8
0399516255,7,8
0399516263,7,8
0399516336,7,8
0399516387,7,8
0399516441,7,8
039951645X,7,8
0399516468,7,8
0399516565,7,8
0399516581,7,8
0399516727,7,8
039951676X,7,8
0399516778,7,8
0399516956,7,8
0399516999,7,8
0399517006,7,8
0399517073,7,8
039951709X,7,8
0399517111,7,8
0399517154,7,8
0399517278,7,8
0399517286,7,8
0399517375,7,8
0399517405,7,8
0399517413,7,8
0399517421,7,8
039951743X,7,8
0399517448,7,8
0399517456,7,8
0399517502,7,8
0399517553,7,8
0399517642,7,8
039951774X,7,8
0399517804,7,8
0399517898,7,8
0399518096,7,8
0399518118,7,8
0399518126,7,8
0399518185,7,8
0399518207,7,8
0399518231,4,8
0399518320,7,8
0399518347,7,8
039951838X,7,8
0399518398,7,8
0399518460,7,8
0399518509,7,8
0399518576,7,8
039951872X,7,8
0399518738,7,8
0399518835,7,8
0399518932,7,8
0399518983,7,8
039951905X,7,8
0399519327,7,8
0399519351,7,8
039951936X,7,8
0399519408,7,8
0399519483,7,8
0399519521,7,8
0399519599,7,8
0399519785,7,8
0399519823,7,8
0399519831,7,8
0399519866,7,8
0399519904,7,8
0399521232,7,8
0399521348,7,8
0399521372,7,8
0399521526,7,8
0399521542,7,8
0399521550,7,8
0399521577,7,8
039952200X,7,8
0399522034,7,8
0399522107,7,8
0399522115,7,8
0399522239,7,8
0399522336,7,8
0399522360,7,8
0399522379,7,8
0399522387,7,8
0399522395,7,8
0399522425,7,8
0399522441,7,8
0399522468,7,8
039952262X,7,8
0399522662,7,8
039952276X,7,8
0399522786,7,8
039952293X,7,8
0399522999,7,8
0399523138,7,8
0399523170,7,8
0399523200,7,8
0399523227,7,8
0399523235,7,8
0399523243,7,8
0399523251,7,8
0399523308,7,8
0399523480,7,8
0399523499,7,8
0399523502,7,8
039952357X,7,8
0399523723,7,8
0399523758,7,8
0399523839,7,8
0399523863,7,8
0399523871,7,8
0399524126,7,8
0399524150,7,8
0399524207,7,8
0399524355,7,8
039952438X,7,8
0399524444,7,8
0399524452,7,8
0399524711,7,8
0399524746,7,8
0399524754,7,8
0399524827,7,8
0399524878,7,8
0399525009,7,8
0399525084,7,8
0399525254,7,8
0399525262,7,8
0399525319,7,8
0399525343,7,8
0399525386,7,8
0399525408,7,8
0399525440,7,8
0399525459,7,8
0399525513,7,8
0399525610,7,8
039952567X,7,8
0399525688,7,8
0399525718,7,8
0399525750,7,8
0399525777,7,8
039952584X,7,8
0399525866,7,8
0399526005,7,8
0399526013,7,8
0399526048,7,8
0399526072,7,8
0399526137,7,8
0399526145,7,8
0399526277,7,8
0399526307,7,8
0399526323,7,8
0399526358,7,8
0399526412,7,8
0399526501,7,8
0399526528,7,8
0399526544,7,8
0399526609,7,8
0399526676,7,8
0399526781,7,8
0399526811,7,8
0399526870,7,8
0399527087,7,8
039952715X,7,8
0399527168,7,8
0399527257,7,8
0399527400,7,8
0399527435,7,8
0399527443,7,8
0399527494,7,8
0399527737,7,8
0399527761,10,8
0399527826,7,8
0399527885,7,8
0399528164,7,8
0399528199,7,8
0399528261,7,8
0399528288,7,8
039952844X,7,8
0399528482,7,8
0399528504,7,8
0399528539,7,8
0399528814,7,8
0399528822,7,8
0399529160,7,8
0399529209,7,8
0399529306,7,8
0399529519,7,9
0399529683,7,8
0399529888,7,8
0399550003,7,8
0399603395,7,8
0399605088,7,8
0399610898,7,8
039961110X,7,8
0399611533,7,8
0399900144,7,8
0399900187,7,8
0399900233,7,8
0399900284,7,8
0399900438,7,8
0399900500,7,8
0399900616,7,8
0399900705,7,8
0399900799,7,8
0399900993,7,8
0403015995,7,8
0403017580,7,8
040302465X,7,8
0403043301,7,8
0403064260,7,8
0404004431,7,8
0404014208,7,8
0404077749,7,8
0404088309,7,8
0404089119,7,8
0404199380,7,8
0404202446,7,8
0404538215,7,8
0404614817,7,8
0405006950,7,8
0405016107,7,8
0405037635,7,8
0405054610,7,8
0405066457,7,8
0405066627,7,8
0405098405,7,8
0405101031,7,8
0405108214,7,8
0406565058,7,8
0409303925,7,8
0409314285,7,8
0409495190,7,8
0409810258,7,8
040983453X,7,8
0409905380,7,8
0409905399,7,8
0409906484,7,8
0412051818,7,8
0412087715,7,8
0412251701,7,8
0412320304,7,8
0412337401,7,8
0412342707,7,8
0412357003,7,8
0412470802,7,8
0412472406,7,8
0412553600,7,8
0412738007,7,8
0413140407,7,8
0413142604,7,8
0413144003,7,8
0413144402,7,8
0413146804,7,8
0413146901,7,8
041315310X,7,8
0413154203,7,8
0413154807,7,8
0413156109,7,8
0413158705,1,8
0413158802,7,8
041315890X,7,8
0413163806,7,8
0413168700,7,8
0413176509,7,8
0413179605,7,8
0413181502,7,8
041318160X,7,8
041318370X,7,8
0413183904,7,8
0413185907,7,8
0413188302,7,8
0413302105,7,8
0413306607,7,8
0413311902,7,8
0413326608,7,8
0413326705,7,8
0413346102,7,8
0413346803,7,8
0413373606,7,8
0413385205,7,8
0413393801,7,8
0413395006,7,8
0413396304,7,8
0413404307,7,8
0413404404,7,8
0413411109,7,8
0413412903,7,8
0413414507,7,8
0413415600,7,8
0413417808,7,8
0413418405,7,8
0413422801,7,8
0413453715,7,8
0413455203,7,8
041347450X,7,8
0413482006,7,8
0413485501,7,8
0413486109,7,8
0413488802,7,8
0413492702,7,8
0413497607,7,8
041350770X,7,8
0413509001,7,8
0413512908,7,8
0413516806,7,8
0413519503,7,8
0413521605,7,8
0413526402,7,8
0413530302,7,8
0413531309,7,8
0413537900,7,8
0413539709,7,8
0413544508,7,8
0413544702,7,8
0413553701,7,8
0413554805,7,8
041355600X,7,8
0413558800,7,8
0413561003,7,8
0413562905,7,8
0413566005,7,8
0413566706,7,8
0413577503,7,8
0413579204,7,8
0413580202,7,8
0413581209,7,8
0413587703,7,8
0413588106,7,8
0413589307,7,8
0413590208,7,8
0413591808,7,8
0413593509,7,8
0413599701,7,8
0413602109,7,8
0413602303,7,8
0413602907,7,8
0413619400,7,8
0413622703,7,8
0413624501,7,8
0413625303,7,8
0413625508,7,8
0413626709,7,8
0413628604,7,8
0413634604,7,8
0413637808,7,8
0413638405,7,8
0413640604,7,8
0413650103,7,8
0413657507,7,8
0413657604,7,8
0413659003,7,8
041366130X,7,8
0413667103,7,8
0413670902,7,8
0413672409,7,8
0413680207,7,8
0413680606,7,8
0413689107,7,8
0413689301,7,8
0413690709,7,8
0413692604,7,8
0413696804,7,8
0413697703,7,8
0413704106,7,8
0413705706,7,8
0413709701,7,8
0413710300,7,8
0413722309,7,8
0413723305,7,8
0413724506,7,8
0413724700,7,8
0413724905,7,8
0413725405,7,8
0413731405,7,8
0413732207,7,8
0413732606,7,8
041373790X,7,8
0413740706,7,8
0413740900,7,8
0413741303,7,8
0413742504,7,8
0413742601,7,8
0413743802,7,8
0413757005,7,8
0413759903,7,8
0413760006,7,8
041376060X,7,8
0413762203,7,8
0413765008,7,8
0413767906,7,8
0413769305,7,8
0413769909,7,8
0413771164,7,8
0413771873,7,8
0413772195,7,8
0413772551,7,8
0413773183,7,8
0413773647,7,8
0413773930,7,8
0415002176,7,8
0415002478,7,8
0415006406,7,8
0415006651,7,8
0415008824,7,8
0415010721,7,8
0415011035,7,8
0415012090,7,8
0415013402,7,8
0415014069,7,8
0415015960,7,8
0415025532,7,8
041502630X,7,8
0415026814,7,8
0415026830,7,8
041502692X,7,8
0415026954,7,8
0415026962,7,8
0415026989,7,8
0415027047,7,8
0415027500,7,8
0415027535,7,8
0415027969,7,8
0415027993,7,8
0415028256,7,8
0415029740,7,8
0415039347,7,8
041503969X,7,8
0415040116,7,8
0415040132,7,8
0415040248,7,8
0415040655,7,8
0415040736,7,8
0415043182,7,8
0415044227,7,8
0415046041,7,8
0415047706,7,8
0415049296,7,8
0415049709,7,8
0415050731,7,8
0415050766,7,8
0415054451,7,8
0415057701,7,8
0415060958,7,8
0415061415,7,8
0415064503,7,8
0415065607,7,8
0415070317,7,8
0415073294,7,8
0415073766,7,8
0415074088,7,8
0415077087,7,8
0415079187,7,8
0415079195,7,8
0415080150,7,8
0415080509,7,8
0415082064,7,8
041508248X,7,8
0415083028,7,8
0415087627,7,8
0415089026,7,8
0415094038,7,8
0415095697,7,8
0415097193,7,8
0415098033,7,8
0415098645,7,8
0415102332,7,8
0415106001,7,8
0415109787,7,8
0415110874,7,8
0415110882,7,8
0415111641,7,8
0415112613,7,8
041511389X,7,8
0415114071,7,8
041511473X,7,8
0415117909,7,8
0415119669,7,8
0415120888,7,8
0415120896,7,8
0415122724,7,8
0415123267,7,8
0415124700,7,8
041512543X,7,8
0415125715,7,8
0415127289,7,8
0415127351,7,8
0415128838,7,8
0415128986,7,8
0415129877,7,8
0415130352,7,8
0415130603,7,8
0415130867,7,8
0415131723,7,8
0415132843,7,8
0415134943,7,8
0415135427,7,8
0415136113,7,8
0415136490,7,8
0415138582,7,8
0415141842,7,8
041514258X,7,8
0415146941,7,8
0415148146,7,8
0415148901,7,8
0415154197,7,8
0415158044,7,8
0415162904,7,8
0415163862,7,8
0415164001,7,8
0415165237,7,8
0415165652,7,8
0415167914,7,8
0415169992,7,8
0415174139,7,8
0415174295,7,8
0415175089,7,8
0415179793,7,8
0415180988,7,8
0415182379,7,8
0415183790,7,8
0415194547,7,8
0415195357,7,8
041519749X,7,8
0415207053,7,8
0415212081,7,8
0415213681,7,8
0415215218,7,8
0415221617,7,8
0415222818,7,8
0415223644,7,8
0415224969,7,8
0415226589,7,8
0415228832,7,8
0415230462,7,8
0415232473,7,8
0415237394,7,8
0415237831,7,8
0415238285,7,8
0415239982,7,8
0415240174,7,8
0415241146,7,8
0415243424,7,8
041524806X,7,8
0415254086,7,8
0415261252,7,8
0415261279,7,8
0415261295,7,8
0415267374,7,8
0415267412,7,8
0415270987,7,8
0415278376,7,8
0415278449,7,8
0415285941,7,8
0415289793,7,8
0415289939,7,8
0415299977,7,8
0415301815,7,8
0415302706,7,8
0415304393,7,8
0415304415,7,8
0415900026,7,8
0415900522,7,8
0415901359,7,8
0415901367,7,8
0415901510,7,8
0415901553,7,8
0415901960,7,8
0415902029,7,8
0415902169,7,8
0415902630,7,8
0415902932,7,8
0415903025,7,8
0415903548,7,8
0415903750,7,8
0415904056,7,8
041590451X,7,8
0415904862,7,8
0415905133,7,8
0415905192,7,8
0415905346,7,8
0415905494,7,8
0415905923,7,8
0415905974,7,8
0415906164,7,8
0415906288,7,8
0415906504,7,8
0415907195,7,8
0415907411,7,8
0415908078,7,8
0415908086,7,8
0415908922,7,8
0415909082,7,8
0415909910,7,8
0415911966,7,8
0415912881,7,8
0415914051,7,8
041591471X,7,8
0415914817,7,8
0415916739,7,8
0415917832,7,8
0415918227,7,8
0415918243,7,8
0415918251,7,8
0415918405,7,8
041591972X,7,8
0415920108,7,8
0415920124,7,8
0415921139,7,8
0415921511,7,8
0415922801,7,8
0415923204,7,8
0415923352,7,8
0415923778,7,8
0415924510,7,8
0415924952,7,8
0415924995,7,8
041592510X,7,8
0415925339,7,8
0415925835,7,8
0415926475,7,8
0415926602,7,8
0415926610,7,8
0415927196,7,8
0415927226,7,8
0415927730,7,8
0415928087,7,8
041592913X,7,8
0415929504,7,8
0415930111,7,8
0415931029,7,8
0415931975,7,8
0415932068,7,8
0415933560,7,8
0415933749,7,8
041593432X,7,8
0415934842,7,8
0415934915,7,8
0415938740,7,8
0415938791,7,8
0415940893,7,8
0415940907,7,8
0415943205,7,8
0415944007,7,8
0415945097,7,8
0415965713,7,8
0416009514,7,8
041602002X,7,8
0416030521,7,8
0416031625,7,8
0416052029,7,8
0416064329,7,8
0416072208,7,8
0416077803,7,8
0416101607,7,8
0416101704,7,8
0416101801,7,8
0416101909,7,8
0416102220,7,8
0416120229,7,8
0416126421,7,8
0416159826,7,8
0416178006,7,8
0416178308,7,8
041617860X,7,8
0416179207,7,8
0416186483,7,8
0416187609,7,8
041618846X,7,8
0416193994,7,8
0416194206,7,8
0416194303,7,8
0416194893,7,8
0416195121,7,8
041619513X,7,8
